ID,Temperatura,Humedad,Alerta
1151,17.45,87.11,3
1152,21.37,56.60,3
1153,28.35,59.65,2
1154,15.48,61.26,1
1155,20.91,53.72,3
1156,34.74,54.68,3
1157,33.72,76.09,3
1158,28.14,70.04,3
1159,31.40,71.93,3
1160,22.71,77.11,2
1161,23.86,73.77,1
1162,27.89,72.60,3
1163,27.65,64.64,3
1164,32.61,56.40,2
1165,34.23,92.74,1
1166,25.37,83.29,2
1167,22.61,93.10,1
1168,33.50,66.86,3
1169,24.54,47.67,2
1170,20.22,60.01,3
1171,25.37,52.29,2
1172,32.30,47.88,2
1173,18.67,93.96,3
1174,29.93,76.14,2
1175,30.90,43.68,3
1176,22.21,57.55,1
1177,30.23,61.00,2
1178,26.90,57.68,1
1179,28.90,80.97,2
1180,20.24,63.92,3
1181,22.21,56.13,1
1182,29.50,87.10,1
1183,19.51,74.55,3
1184,22.60,62.64,3
1185,16.66,85.21,3
1186,27.77,54.16,1
1187,24.90,51.54,1
1188,18.82,89.06,3
1189,17.52,51.53,3
1190,30.55,75.31,2
1191,26.31,92.90,1
1192,30.92,89.17,1
1193,29.73,54.07,1
1194,23.96,60.74,3
1195,33.86,71.84,1
1196,33.97,70.75,1
1197,23.45,62.40,2
1198,30.17,75.06,2
1199,18.10,92.41,1
1200,22.80,89.35,1
1201,31.24,75.84,2
1202,18.41,80.54,1
1203,24.41,61.56,1
1204,18.98,92.19,2
1205,26.46,82.24,2
1206,30.40,41.03,2
1207,20.74,81.28,1
1208,28.72,49.22,1
1209,20.27,80.88,2
1210,18.18,88.23,1
1211,17.77,44.87,1
1212,30.01,64.58,2
1213,25.86,45.76,1
1214,27.45,63.42,3
1215,29.11,65.70,3
1216,33.59,77.80,1
1217,21.89,59.60,3
1218,21.94,42.16,1
1219,29.45,94.74,3
1220,27.88,70.90,3
1221,20.58,83.94,1
1222,18.78,50.18,2
1223,29.80,91.29,2
1224,33.59,68.70,2
1225,32.02,71.92,3
1226,34.70,60.70,3
1227,23.79,63.64,1
1228,26.82,85.53,1
1229,28.19,49.56,2
1230,20.61,50.54,3
1231,22.53,52.08,1
1232,28.43,73.28,3
1233,27.74,92.14,1
1234,32.10,73.68,1
1235,25.91,44.25,3
1236,24.85,54.33,1
1237,19.21,94.40,2
1238,21.91,64.89,3
1239,16.29,57.14,1
1240,24.87,45.65,2
1241,18.97,76.27,3
1242,21.17,54.92,1
1243,32.01,57.79,1
1244,26.92,74.00,2
1245,23.93,51.70,1
1246,20.89,48.99,3
1247,20.51,72.98,2
1248,22.06,63.88,1
1249,29.88,51.09,1
1250,28.47,79.46,3
1251,29.54,61.31,2
1252,19.59,43.51,1
1253,15.49,60.39,2
1254,16.80,67.83,2
1255,15.05,74.57,3
1256,30.06,66.88,3
1257,26.67,56.02,2
1258,21.36,73.26,2
1259,17.84,67.94,3
1260,27.80,78.78,2
1261,20.57,88.02,1
1262,33.39,56.23,2
1263,31.79,78.08,2
1264,26.63,41.09,2
1265,15.84,50.80,2
1266,31.31,92.28,3
1267,21.07,67.40,2
1268,29.02,70.59,3
1269,26.37,44.78,1
1270,32.53,82.89,2
1271,23.27,58.18,2
1272,21.22,66.87,2
1273,31.59,81.98,3
1274,21.83,77.22,2
1275,29.78,77.11,2
1276,22.70,92.67,3
1277,15.15,88.50,1
1278,31.44,48.12,2
1279,32.01,40.70,2
1280,30.26,84.24,1
1281,19.07,63.82,2
1282,27.77,86.79,2
1283,17.48,52.36,1
1284,16.69,68.10,2
1285,23.82,94.89,3
1286,29.90,42.04,1
1287,20.53,82.64,1
1288,33.43,89.72,2
1289,27.23,44.89,2
1290,19.87,54.31,1
1291,24.66,62.20,2
1292,29.92,68.73,1
1293,34.95,59.95,1
1294,26.42,53.70,3
1295,18.51,62.64,3
1296,30.91,87.01,1
1297,20.12,60.50,3
1298,16.17,93.39,3
1299,30.23,50.04,1
1300,27.74,73.57,1
1301,30.02,89.83,2
1302,17.58,93.77,1
1303,27.43,41.86,3
1304,29.02,63.73,3
1305,26.75,53.44,1
1306,33.89,70.31,1
1307,22.43,83.77,1
1308,28.60,49.97,2
1309,32.56,48.74,1
1310,34.99,61.06,1
1311,18.17,91.58,2
1312,27.89,57.29,2
1313,16.60,79.32,3
1314,34.24,59.14,1
1315,31.43,72.17,1
1316,24.98,58.56,3
1317,18.18,69.31,2
1318,34.95,70.53,3
1319,33.86,75.74,3
1320,27.45,58.20,1
1321,15.29,90.27,1
1322,19.25,89.89,3
1323,29.32,84.97,3
1324,31.90,54.60,3
1325,22.90,64.86,2
1326,16.07,47.21,1
1327,17.49,77.91,1
1328,27.48,40.27,2
1329,26.11,58.68,2
1330,31.05,82.68,2
1331,26.01,84.19,2
1332,26.75,74.64,2
1333,29.15,76.08,3
1334,16.39,60.44,1
1335,33.56,94.17,3
1336,29.54,46.80,2
1337,23.33,91.51,3
1338,28.05,82.01,3
1339,24.61,55.92,2
1340,34.13,85.66,1
1341,28.42,87.69,3
1342,23.25,44.25,3
1343,21.05,81.95,3
1344,29.53,82.31,1
1345,30.41,82.46,1
1346,32.22,48.45,3
1347,32.82,52.20,2
1348,23.55,84.11,2
1349,32.95,55.75,2
1350,20.88,69.47,3
1351,29.73,54.72,3
1352,27.05,49.76,1
1353,33.79,61.20,2
1354,34.70,41.75,1
1355,30.73,84.03,3
1356,23.59,57.89,1
1357,33.70,40.65,1
1358,17.07,52.60,3
1359,20.66,74.42,2
1360,31.25,68.44,3
1361,17.12,44.84,2
1362,21.38,40.41,2
1363,24.71,88.63,3
1364,15.94,88.70,2
1365,27.97,83.05,2
1366,34.17,93.08,3
1367,23.03,44.93,2
1368,18.08,74.36,3
1369,33.71,56.66,2
1370,18.88,82.52,1
1371,34.90,69.27,1
1372,31.51,53.07,1
1373,25.39,77.13,3
1374,27.39,55.36,3
1375,17.92,80.37,2
1376,32.66,87.25,3
1377,28.03,88.02,1
1378,17.03,60.53,1
1379,32.18,85.66,3
1380,26.23,93.24,3
1381,16.21,60.18,2
1382,20.46,77.43,2
1383,24.36,86.89,1
1384,16.75,68.78,2
1385,22.80,62.32,2
1386,15.23,80.32,1
1387,25.29,76.94,2
1388,20.38,68.14,3
1389,25.14,56.37,2
1390,29.13,81.49,2
1391,30.77,47.28,1
1392,24.26,63.64,2
1393,16.15,65.26,1
1394,26.01,54.55,3
1395,24.44,55.68,3
1396,34.74,82.61,1
1397,23.63,53.68,1
1398,20.64,53.99,1
1399,27.84,71.58,3
1400,33.31,75.87,2
1401,23.84,78.60,2
1402,15.58,88.32,3
1403,24.58,77.01,3
1404,21.28,43.75,2
1405,20.25,84.07,2
1406,21.39,72.11,3
1407,15.30,43.39,3
1408,27.69,68.13,1
1409,30.91,61.20,2
1410,27.39,84.91,2
1411,15.87,81.11,3
1412,19.61,76.83,3
1413,17.02,74.67,2
1414,17.64,81.91,3
1415,22.27,70.58,3
1416,26.91,82.31,1
1417,23.19,59.27,3
1418,21.38,78.48,2
1419,33.14,44.64,1
1420,27.20,88.83,2
1421,34.55,47.33,3
1422,16.46,63.44,1
1423,22.36,76.67,2
1424,29.59,85.61,1
1425,32.03,44.84,2
1426,15.87,78.96,1
1427,27.23,59.33,3
1428,31.85,60.77,1
1429,23.31,58.87,3
1430,17.99,67.97,2
1431,24.48,80.05,3
1432,22.80,76.33,2
1433,27.75,83.86,1
1434,18.14,83.54,2
1435,27.33,78.94,2
1436,24.28,87.81,2
1437,16.33,89.39,3
1438,21.23,89.26,2
1439,34.91,94.64,1
1440,26.14,65.46,3
1441,15.42,75.45,2
1442,32.95,81.12,2
1443,28.04,65.35,2
1444,34.09,57.09,2
1445,22.45,53.75,3
1446,21.45,57.85,1
1447,33.40,72.73,3
1448,23.31,43.34,3
1449,28.90,53.55,2
1450,30.68,69.65,3
1451,32.61,45.12,1
1452,20.16,47.81,1
1453,20.58,88.75,1
1454,22.34,56.81,2
1455,17.97,71.52,3
1456,19.87,72.83,1
1457,16.04,94.17,1
1458,15.29,86.98,1
1459,22.10,47.80,3
1460,30.68,61.87,3
1461,16.02,78.10,3
1462,23.45,89.01,3
1463,23.30,75.18,2
1464,31.40,40.07,1
1465,28.22,93.36,2
1466,27.17,77.52,3
1467,34.95,79.76,3
1468,28.75,78.80,1
1469,32.50,67.50,1
1470,31.22,69.19,2
1471,29.47,64.21,2
1472,16.32,57.75,3
1473,15.94,87.30,1
1474,32.10,85.54,3
1475,23.07,81.09,1
1476,33.13,46.49,1
1477,18.20,40.24,2
1478,20.21,40.20,1
1479,26.93,44.77,3
1480,31.57,50.78,1
1481,27.15,85.58,3
1482,20.04,73.24,1
1483,27.23,72.26,1
1484,17.13,67.03,2
1485,15.30,62.66,3
1486,27.75,45.09,2
1487,31.19,83.15,2
1488,25.53,74.78,1
1489,19.67,47.48,2
1490,23.68,47.38,2
1491,32.91,68.48,1
1492,27.12,75.12,2
1493,27.08,47.89,3
1494,27.71,82.35,3
1495,21.81,45.91,3
1496,22.33,90.33,2
1497,26.61,44.32,2
1498,15.24,59.74,2
1499,17.40,52.89,1
1500,34.77,66.93,3
1501,17.19,68.08,3
1502,27.82,75.89,1
1503,30.97,51.69,2
1504,31.51,94.73,1
1505,20.26,85.15,3
1506,21.51,75.99,3
1507,25.66,48.22,2
1508,32.05,92.58,3
1509,17.07,91.02,3
1510,25.59,59.40,3
1511,28.92,43.35,2
1512,31.26,43.45,2
1513,23.06,50.48,2
1514,15.70,65.05,3
1515,29.98,62.34,1
1516,34.64,60.90,1
1517,20.27,82.27,2
1518,21.15,49.79,3
1519,30.92,50.08,2
1520,30.16,59.39,3
1521,24.76,93.01,3
1522,26.52,66.93,2
1523,18.91,41.20,3
1524,17.84,87.25,2
1525,19.34,42.54,1
1526,17.91,81.86,3
1527,32.00,81.09,3
1528,26.29,53.67,3
1529,21.67,87.65,3
1530,24.81,50.98,1
1531,15.75,54.64,2
1532,29.91,91.79,3
1533,24.30,72.65,1
1534,22.87,71.41,2
1535,17.22,67.61,1
1536,19.87,78.07,1
1537,29.09,53.60,3
1538,20.16,60.04,3
1539,15.57,57.80,2
1540,27.55,61.73,3
1541,27.89,48.84,1
1542,30.57,76.98,2
1543,32.54,55.23,2
1544,18.32,91.39,3
1545,34.05,87.91,3
1546,16.78,57.52,3
1547,21.17,54.61,3
1548,33.68,50.96,3
1549,18.99,84.36,2
1550,34.26,62.84,3
1551,22.88,90.81,1
1552,26.44,45.62,3
1553,24.29,69.83,3
1554,15.86,67.65,3
1555,31.19,73.68,2
1556,26.92,47.08,2
1557,15.14,85.72,2
1558,30.82,81.53,2
1559,26.14,81.61,3
1560,31.69,89.61,3
1561,21.07,77.44,3
1562,29.83,85.11,3
1563,15.76,60.64,1
1564,19.84,48.43,1
1565,17.56,71.47,1
1566,23.95,64.26,3
1567,17.55,65.84,3
1568,16.04,80.72,1
1569,21.61,72.66,1
1570,16.20,69.02,1
1571,21.26,86.43,2
1572,34.64,81.34,2
1573,28.75,57.78,3
1574,34.11,73.13,2
1575,24.83,90.74,1
1576,16.67,62.00,3
1577,15.24,41.38,3
1578,25.48,77.89,2
1579,34.47,94.20,2
1580,34.47,72.04,3
1581,24.73,93.21,3
1582,21.79,52.18,2
1583,29.32,79.97,2
1584,31.12,81.86,1
1585,23.04,89.85,1
1586,19.32,43.12,3
1587,18.73,59.55,1
1588,34.05,49.19,3
1589,15.84,47.03,2
1590,16.39,78.56,3
1591,25.06,91.44,1
1592,26.01,93.48,2
1593,22.44,91.39,1
1594,22.69,43.39,3
1595,18.31,67.79,3
1596,30.51,78.95,2
1597,16.95,54.35,1
1598,32.89,55.38,3
1599,24.75,65.41,1
1600,18.02,54.78,3
1601,18.67,71.65,1
1602,18.13,54.42,2
1603,22.87,71.52,2
1604,19.76,78.86,3
1605,20.22,64.51,3
1606,16.57,87.42,3
1607,24.17,49.01,1
1608,31.88,42.48,1
1609,27.47,59.42,1
1610,20.97,89.25,2
1611,24.21,88.50,2
1612,31.66,82.59,3
1613,21.30,92.54,2
1614,30.89,88.11,1
1615,27.42,83.37,3
1616,26.47,43.47,1
1617,34.72,69.65,3
1618,24.24,80.41,3
1619,34.00,46.84,2
1620,26.13,87.12,3
1621,22.13,65.51,1
1622,25.57,83.81,1
1623,27.27,66.41,1
1624,25.13,52.02,1
1625,28.09,46.37,2
1626,15.34,49.31,1
1627,25.96,53.67,2
1628,19.43,54.88,2
1629,33.28,76.50,2
1630,23.44,65.23,3
1631,19.41,42.01,2
1632,18.35,66.49,2
1633,18.70,81.46,3
1634,25.95,52.25,1
1635,27.51,72.57,1
1636,20.19,66.04,2
1637,30.55,43.49,3
1638,23.55,43.35,2
1639,21.76,71.20,3
1640,23.04,90.05,1
1641,27.41,94.12,1
1642,18.91,86.75,2
1643,25.88,77.40,1
1644,27.70,60.85,1
1645,20.84,93.44,3
1646,23.58,69.42,2
1647,31.00,67.66,2
1648,20.45,49.24,2
1649,32.65,55.60,3
1650,20.74,78.81,1
1651,16.09,75.83,1
1652,15.60,57.51,2
1653,31.41,44.67,2
1654,31.48,88.90,1
1655,23.87,47.94,2
1656,32.22,61.90,2
1657,18.11,62.97,2
1658,27.19,77.20,3
1659,26.18,53.58,1
1660,27.24,91.46,1
1661,30.83,67.76,2
1662,17.99,68.55,1
1663,28.61,68.69,2
1664,21.50,80.44,2
1665,21.84,92.77,1
1666,15.64,54.43,1
1667,19.50,91.52,2
1668,28.59,66.38,1
1669,29.37,66.52,2
1670,29.60,62.89,2
1671,15.35,88.23,3
1672,31.20,65.46,3
1673,25.36,48.63,2
1674,23.25,50.09,3
1675,24.14,46.85,1
1676,18.52,93.12,1
1677,19.77,49.44,3
1678,21.43,43.39,1
1679,28.52,52.73,1
1680,23.47,64.17,1
1681,22.52,66.01,2
1682,26.67,57.17,2
1683,29.41,92.36,3
1684,15.73,65.34,1
1685,20.58,43.83,1
1686,28.09,91.70,3
1687,20.06,46.61,2
1688,32.88,75.90,1
1689,24.21,44.90,2
1690,21.88,62.12,2
1691,34.08,77.42,2
1692,17.56,60.69,2
1693,19.88,82.63,2
1694,18.34,69.85,3
1695,31.10,90.89,1
1696,27.18,72.53,3
1697,31.90,70.14,2
1698,15.22,79.54,3
1699,31.70,69.96,2
1700,22.20,44.03,1
1701,28.04,84.73,3
1702,16.84,82.59,1
1703,17.26,66.38,2
1704,17.77,92.74,1
1705,21.71,67.33,3
1706,31.49,58.02,3
1707,18.33,61.00,3
1708,31.19,93.42,3
1709,16.07,49.54,1
1710,21.32,57.53,1
1711,19.07,80.74,2
1712,15.30,74.52,2
1713,33.29,65.53,1
1714,27.59,83.35,1
1715,30.58,72.88,1
1716,25.69,83.94,3
1717,30.44,70.14,2
1718,26.65,62.60,2
1719,29.31,41.39,3
1720,34.04,45.32,1
1721,30.00,94.16,2
1722,24.07,53.58,3
1723,34.08,72.11,3
1724,27.63,64.57,1
1725,19.72,81.04,1
1726,23.54,84.89,1
1727,24.67,53.09,1
1728,26.15,45.03,2
1729,25.26,82.93,2
1730,29.88,53.08,1
1731,20.20,75.59,3
1732,19.25,88.12,1
1733,30.43,61.54,2
1734,26.08,41.81,3
1735,32.96,69.67,2
1736,29.12,61.84,1
1737,17.40,41.36,1
1738,34.72,71.78,3
1739,28.55,79.45,3
1740,34.49,68.97,3
1741,21.77,47.83,3
1742,20.30,82.82,2
1743,15.97,66.85,2
1744,28.17,69.22,1
1745,19.96,54.13,1
1746,15.40,58.40,2
1747,19.95,70.44,1
1748,16.36,74.58,3
1749,23.92,84.52,1
1750,34.47,47.95,3
1751,24.85,67.57,3
1752,32.51,45.35,1
1753,20.29,85.35,2
1754,18.19,73.58,3
1755,16.54,42.64,3
1756,25.48,93.17,2
1757,17.42,40.24,3
1758,23.90,57.82,2
1759,15.10,81.78,2
1760,29.15,82.26,2
1761,24.11,50.68,3
1762,24.79,78.26,1
1763,24.47,72.67,2
1764,17.27,60.97,2
1765,15.69,53.38,1
1766,33.55,55.96,3
1767,22.31,49.31,1
1768,34.26,40.31,2
1769,31.92,46.33,2
1770,23.00,78.84,3
1771,30.00,78.13,1
1772,20.09,56.39,3
1773,30.46,91.98,1
1774,20.27,78.59,3
1775,20.78,90.46,3
1776,16.35,80.92,3
1777,25.58,87.08,3
1778,31.77,70.40,2
1779,29.97,72.43,1
1780,20.67,67.95,3
1781,22.37,50.11,2
1782,34.48,76.97,2
1783,26.53,44.35,3
1784,26.66,53.14,2
1785,29.12,77.67,1
1786,17.60,88.79,2
1787,34.01,74.98,1
1788,23.04,66.73,2
1789,17.94,56.47,3
1790,21.70,69.40,3
1791,27.48,47.07,2
1792,34.00,46.86,1
1793,21.07,84.34,3
1794,19.32,78.59,3
1795,22.70,69.34,2
1796,25.87,76.57,1
1797,25.54,65.36,3
1798,32.13,80.49,2
1799,17.64,66.18,3
1800,15.79,61.13,2
1801,21.01,48.47,3
1802,21.82,70.94,1
1803,32.32,86.94,2
1804,24.58,53.90,3
1805,15.75,86.06,3
1806,33.91,55.52,1
1807,21.09,62.15,2
1808,33.68,93.02,3
1809,21.08,47.64,1
1810,23.46,91.18,2
1811,15.18,77.81,2
1812,25.07,57.13,2
1813,16.49,73.32,1
1814,21.09,65.72,3
1815,32.73,46.62,3
1816,27.32,84.38,1
1817,15.15,88.83,1
1818,17.26,79.26,3
1819,15.63,45.45,2
1820,27.21,58.27,3
1821,32.14,75.19,1
1822,30.04,45.66,1
1823,25.13,72.51,3
1824,21.00,69.11,3
1825,15.78,49.10,2
1826,15.48,53.38,3
1827,34.28,92.49,3
1828,15.82,74.01,2
1829,27.11,73.70,2
1830,29.27,78.93,3
1831,31.26,57.27,3
1832,32.61,66.88,1
1833,25.22,69.92,3
1834,23.71,45.17,2
1835,17.99,45.06,3
1836,29.74,75.63,2
1837,22.85,87.32,2
1838,18.82,93.93,2
1839,32.57,59.50,3
1840,24.08,90.31,1
1841,19.35,67.57,2
1842,22.80,45.43,3
1843,28.79,78.17,1
1844,20.19,46.64,2
1845,26.54,83.33,2
1846,23.81,78.58,1
1847,25.46,61.51,3
1848,18.45,68.19,3
1849,34.70,57.84,1
1850,28.40,67.63,2
1851,33.98,61.31,1
1852,23.17,48.44,1
1853,21.60,86.42,1
1854,24.41,44.85,1
1855,34.41,68.05,2
1856,30.57,51.57,3
1857,17.92,94.73,2
1858,30.71,56.49,2
1859,24.85,78.96,1
1860,18.49,83.37,1
1861,25.94,57.27,3
1862,33.92,46.11,1
1863,24.78,43.99,2
1864,32.85,59.67,1
1865,24.42,47.49,2
1866,20.43,45.22,1
1867,26.84,42.32,2
1868,15.29,46.67,1
1869,19.39,45.99,1
1870,23.64,62.45,1
1871,17.49,43.81,3
1872,19.17,82.09,1
1873,29.26,58.48,1
1874,24.71,91.88,3
1875,18.12,75.93,3
1876,27.47,86.36,2
1877,28.49,44.55,3
1878,23.27,70.43,1
1879,22.51,75.19,1
1880,31.35,50.54,2
1881,26.15,64.86,1
1882,22.21,62.13,2
1883,19.87,51.72,1
1884,31.42,79.81,2
1885,29.31,75.58,3
1886,25.45,83.60,1
1887,25.32,64.97,2
1888,34.44,60.85,3
1889,27.24,91.82,3
1890,25.73,62.41,1
1891,20.33,67.97,2
1892,15.62,55.77,2
1893,29.13,82.98,1
1894,30.91,90.09,3
1895,32.89,43.22,3
1896,29.30,88.64,2
1897,27.54,60.38,2
1898,28.70,80.87,3
1899,16.96,40.53,1
1900,25.87,52.37,3
1901,29.84,42.48,3
1902,25.24,82.67,1
1903,23.64,63.65,3
1904,33.16,69.59,2
1905,27.00,73.09,3
1906,16.28,67.53,1
1907,34.06,70.08,2
1908,25.35,69.75,1
1909,27.06,62.18,2
1910,18.22,58.04,1
1911,27.93,63.45,3
1912,29.29,56.84,1
1913,34.54,80.60,2
1914,27.13,89.32,2
1915,23.79,62.38,1
1916,22.89,88.61,2
1917,22.05,68.18,1
1918,17.01,50.49,3
1919,30.33,61.41,3
1920,32.79,56.86,3
1921,19.44,62.88,1
1922,33.47,67.24,2
1923,25.36,72.31,1
1924,27.64,75.46,3
1925,28.73,53.74,2
1926,21.09,71.74,1
1927,16.58,78.59,3
1928,15.41,82.49,2
1929,24.57,64.64,2
1930,33.05,47.99,1
1931,22.19,87.10,2
1932,27.69,50.13,3
1933,34.38,93.90,2
1934,29.73,59.39,1
1935,18.30,74.03,2
1936,24.27,54.48,3
1937,25.11,44.74,1
1938,25.79,86.25,1
1939,24.14,41.42,2
1940,21.59,69.97,3
1941,21.38,44.03,2
1942,32.17,52.04,2
1943,21.62,68.84,3
1944,18.81,68.53,2
1945,34.10,93.82,3
1946,26.09,56.45,2
1947,20.50,76.55,3
1948,30.02,93.63,1
1949,24.71,51.46,1
1950,25.24,58.65,2
1951,24.08,82.10,2
1952,22.33,48.65,1
1953,25.21,77.07,1
1954,32.85,79.61,1
1955,17.49,89.44,2
1956,15.47,61.84,2
1957,26.28,75.38,1
1958,17.63,86.89,2
1959,28.24,59.00,2
1960,21.73,43.56,3
1961,34.07,45.07,1
1962,20.28,48.02,2
1963,23.85,92.14,1
1964,27.36,64.38,1
1965,29.14,93.97,1
1966,19.33,91.25,2
1967,24.41,78.61,1
1968,28.00,55.20,2
1969,30.99,66.86,3
1970,33.72,49.27,2
1971,18.07,87.41,1
1972,24.38,58.30,2
1973,23.07,46.32,2
1974,26.90,65.90,1
1975,34.21,87.64,1
1976,15.99,64.59,3
1977,19.40,50.71,3
1978,30.75,46.67,2
1979,15.34,71.33,3
1980,18.42,74.15,3
1981,17.20,67.36,2
1982,22.32,49.56,1
1983,25.61,79.09,3
1984,31.53,69.34,1
1985,22.89,43.46,3
1986,19.14,93.02,3
1987,17.04,94.36,2
1988,21.29,49.17,3
1989,26.98,65.55,1
1990,32.39,85.32,3
1991,22.79,87.43,3
1992,27.29,40.35,3
1993,17.83,67.71,2
1994,27.40,82.20,2
1995,29.96,59.54,2
1996,16.10,52.87,1
1997,15.24,91.65,1
1998,18.56,82.28,2
1999,23.65,54.36,3
2000,29.02,79.81,2
2001,28.02,85.57,2
2002,18.18,64.69,2
2003,20.91,86.32,1
2004,22.20,54.31,3
2005,31.64,56.42,1
2006,24.86,48.24,1
2007,30.83,83.14,2
2008,30.16,73.75,2
2009,26.98,41.63,1
2010,23.29,89.78,2
2011,26.22,48.79,2
2012,18.18,70.84,3
2013,19.42,41.12,1
2014,22.42,78.16,2
2015,18.12,58.45,1
2016,20.23,63.01,2
2017,26.46,45.85,1
2018,26.52,53.45,1
2019,24.51,91.87,3
2020,23.14,66.73,2
2021,27.15,51.02,1
2022,19.77,57.13,1
2023,23.93,90.71,2
2024,17.84,72.09,2
2025,27.19,66.51,1
2026,29.75,84.43,1
2027,22.86,62.33,3
2028,21.58,67.06,2
2029,24.89,76.05,2
2030,19.18,72.33,1
2031,31.15,67.36,1
2032,26.55,69.20,1
2033,25.34,80.30,2
2034,19.84,54.99,3
2035,20.27,50.46,3
2036,17.61,89.27,1
2037,22.30,48.12,3
2038,21.11,45.85,2
2039,30.95,43.69,2
2040,30.58,71.56,2
2041,29.76,76.36,1
2042,32.38,55.21,2
2043,32.81,59.66,3
2044,30.54,45.97,1
2045,27.60,47.51,2
2046,24.32,64.88,1
2047,29.03,68.80,2
2048,25.60,65.88,1
2049,16.45,85.84,1
2050,22.86,53.85,3
2051,28.92,47.57,3
2052,22.40,74.44,1
2053,15.91,53.68,1
2054,32.90,49.67,2
2055,19.50,83.36,2
2056,23.95,61.12,1
2057,31.96,80.59,3
2058,19.63,87.75,3
2059,28.72,92.42,1
2060,17.57,78.70,1
2061,16.92,93.34,2
2062,28.92,67.94,2
2063,31.56,85.71,3
2064,20.12,79.57,1
2065,20.40,62.69,1
2066,16.48,44.28,1
2067,23.34,73.71,1
2068,16.63,48.26,2
2069,17.26,44.38,3
2070,23.27,61.70,2
2071,23.08,62.91,2
2072,27.95,74.81,3
2073,33.63,61.93,3
2074,30.43,43.96,3
2075,17.30,85.23,2
2076,15.21,78.96,3
2077,31.00,69.79,2
2078,30.17,46.92,1
2079,24.05,51.28,3
2080,22.42,62.05,2
2081,28.29,55.84,3
2082,16.88,61.71,2
2083,20.84,94.64,3
2084,30.96,78.09,1
2085,25.18,60.13,2
2086,29.14,47.21,2
2087,21.68,44.38,1
2088,26.07,52.76,2
2089,28.28,64.93,1
2090,33.17,65.38,2
2091,29.03,69.20,3
2092,16.93,46.33,1
2093,24.41,92.22,1
2094,34.93,89.24,2
2095,33.17,88.40,3
2096,20.04,50.00,2
2097,24.85,77.54,1
2098,19.10,73.19,3
2099,21.23,48.75,3
2100,17.87,93.73,1
2101,26.90,87.33,1
2102,23.34,61.04,1
2103,16.16,43.34,1
2104,34.97,92.48,2
2105,32.56,70.03,3
2106,28.64,85.10,1
2107,29.49,44.70,3
2108,32.97,84.17,3
2109,22.53,82.68,1
2110,28.32,52.55,2
2111,20.22,67.85,2
2112,24.57,86.23,2
2113,23.16,40.54,1
2114,18.56,89.44,1
2115,26.47,86.87,3
2116,25.02,89.16,1
2117,21.68,41.04,3
2118,34.93,81.41,3
2119,15.75,40.76,2
2120,15.14,82.38,1
2121,20.51,76.01,2
2122,17.68,45.24,1
2123,20.81,85.13,3
2124,19.72,52.45,1
2125,20.34,69.44,3
2126,29.26,67.35,2
2127,33.30,58.01,3
2128,20.32,87.36,2
2129,29.11,84.22,2
2130,22.20,78.69,1
2131,28.19,83.73,3
2132,33.49,73.89,3
2133,29.19,85.45,3
2134,16.15,94.27,1
2135,19.19,59.54,1
2136,23.80,43.81,3
2137,15.47,78.25,2
2138,26.58,70.04,2
2139,26.72,65.68,3
2140,27.60,67.28,2
2141,15.02,79.99,3
2142,25.67,71.74,3
2143,31.63,85.98,2
2144,28.65,53.57,3
2145,25.01,65.03,1
2146,15.96,66.32,3
2147,24.48,90.64,3
2148,23.22,52.45,3
2149,28.09,63.21,2
2150,21.24,58.63,3
2151,18.36,83.43,1
2152,26.80,82.63,2
2153,16.05,64.30,1
2154,25.05,85.67,3
2155,26.28,51.22,1
2156,21.69,91.25,2
2157,34.08,64.27,3
2158,29.53,53.95,3
2159,30.88,43.95,3
2160,22.34,51.05,2
2161,32.04,82.75,1
2162,19.43,71.01,3
2163,26.40,89.59,1
2164,34.43,80.92,2
2165,18.97,63.26,3
2166,25.41,69.15,2
2167,18.84,86.96,1
2168,16.67,94.82,2
2169,22.90,82.98,3
2170,21.67,47.27,1
2171,31.08,47.22,3
2172,33.05,82.24,1
2173,28.74,60.32,3
2174,30.08,94.65,3
2175,27.02,46.16,2
2176,20.88,70.60,3
2177,34.16,55.78,2
2178,19.91,65.46,1
2179,30.05,91.34,3
2180,17.58,63.72,2
2181,33.37,48.47,3
2182,25.61,45.80,3
2183,31.83,62.80,1
2184,20.96,52.58,3
2185,24.71,89.19,2
2186,32.17,45.21,3
2187,15.90,67.14,1
2188,28.24,78.80,3
2189,24.73,50.84,3
2190,25.91,52.06,3
2191,20.09,78.43,2
2192,18.82,52.68,2
2193,25.96,64.65,2
2194,34.34,48.16,1
2195,23.44,49.78,3
2196,15.88,74.88,3
2197,26.80,68.60,1
2198,19.53,52.08,3
2199,28.08,76.85,2
2200,33.80,55.24,1
2201,21.86,74.46,1
2202,18.55,73.81,3
2203,27.37,53.16,1
2204,20.70,63.27,3
2205,15.99,46.93,3
2206,26.91,50.01,2
2207,20.54,66.62,3
2208,25.70,61.53,3
2209,27.10,81.19,1
2210,16.10,71.52,1
2211,30.71,62.79,2
2212,21.10,55.70,2
2213,22.29,55.61,1
2214,17.45,93.18,3
2215,16.83,66.61,1
2216,19.43,82.51,2
2217,28.84,70.53,1
2218,33.13,62.01,1
2219,28.74,56.99,2
2220,33.15,45.83,1
2221,23.17,45.85,2
2222,20.61,62.92,3
2223,21.14,67.30,3
2224,16.49,55.02,3
2225,16.74,57.68,1
