ID,Presion,Caudal,Vibracion,Estado
763,89.18,66.01,5.4,Normal
764,88.81,45.29,5.83,Normal
765,108.12,26.8,4.5,Normal
766,110.52,36.37,3.94,Normal
767,84.78,17.68,4.51,Normal
768,111.93,24.45,7.56,Precaución
769,97.7,21.99,4.64,Normal
770,92.34,60.55,6.76,Normal
771,88.1,16.93,4.71,Precaución
772,82.29,50.91,5.26,Crítico
773,101.9,64.88,4.85,Normal
774,99.05,74.62,5.22,Normal
775,90.59,70.14,5.04,Normal
776,87.09,60.4,3.82,Normal
777,109.12,7.79,4.37,Precaución
778,109.14,34.82,4.42,Normal
779,99.19,30.84,2.24,Crítico
780,85.2,34.93,6.15,Normal
781,100.07,23.53,5.88,Normal
782,112.06,42.72,4.95,Normal
783,80.54,36.21,5.93,Precaución
784,84.98,18.48,6.98,Normal
785,99.93,23.53,6.3,Normal
786,100.12,18.22,4.34,Normal
787,104.16,77.21,2.91,Normal
788,92.63,36.56,5.47,Crítico
789,103.9,66.47,7.27,Crítico
790,101.73,53.26,3.35,Normal
791,91.85,65.88,5.16,Normal
792,91.39,6.04,7.9,Normal
793,104.27,29.95,4.27,Normal
794,98.43,46.49,4.62,Crítico
795,104.94,34.5,4.5,Normal
796,95.52,26.93,4.32,Normal
797,96.34,71.44,5.81,Crítico
798,96.91,57.32,4.57,Normal
799,103.19,16.21,4.79,Normal
800,115.76,21.51,6.68,Normal
801,86.99,8.04,6.56,Normal
802,92.32,66.72,4.35,Normal
803,103.9,79.43,3.21,Normal
804,84.86,33.71,6.1,Crítico
805,114.6,31.41,3.48,Normal
806,118.64,48.88,4.8,Precaución
807,82.06,43.23,3.61,Normal
808,91.97,56.39,6.22,Normal
809,112.95,18.38,6.58,Normal
810,108.6,16.76,3.33,Crítico
811,89.62,53.19,5.25,Normal
812,93.62,30.35,5.81,Crítico
813,106.11,66.7,7.81,Normal
814,104.47,47.55,6.15,Normal
815,91.05,78.5,3.57,Crítico
816,102.18,76.91,4.32,Crítico
817,118.97,17.28,4.79,Normal
818,97.39,75.29,5.68,Normal
819,83.0,64.41,6.71,Normal
820,97.4,22.97,4.28,Normal
821,69.99,48.69,5.76,Normal
822,100.6,79.78,5.78,Normal
823,112.32,72.56,4.63,Crítico
824,98.81,8.62,2.56,Normal
825,116.89,24.5,3.9,Normal
826,74.0,21.07,5.33,Normal
827,126.31,61.04,5.45,Precaución
828,100.23,31.65,4.14,Normal
829,104.09,17.23,3.98,Normal
830,108.01,45.59,5.15,Normal
831,99.14,47.02,4.06,Normal
832,97.75,64.59,3.38,Normal
833,121.5,8.94,5.48,Normal
834,111.48,79.8,6.03,Normal
835,108.17,72.77,6.64,Normal
836,86.47,51.14,3.21,Precaución
837,107.93,46.07,4.71,Normal
838,92.22,34.65,6.05,Crítico
839,84.77,39.03,5.02,Normal
840,81.42,24.11,5.33,Normal
841,82.39,62.44,4.7,Precaución
842,108.91,66.52,6.47,Normal
843,104.91,34.93,4.99,Normal
844,99.2,37.51,1.93,Normal
845,95.97,26.57,3.35,Normal
846,85.63,53.11,6.08,Normal
847,110.23,64.95,4.35,Precaución
848,107.71,74.9,5.01,Normal
849,89.66,15.67,4.61,Normal
850,105.11,26.28,3.26,Normal
851,98.26,77.12,4.97,Normal
852,125.1,63.46,4.18,Normal
853,97.72,70.6,8.05,Normal
854,100.5,48.81,6.08,Normal
855,97.5,61.14,3.79,Normal
856,107.04,70.08,5.51,Precaución
857,91.18,67.3,5.46,Precaución
858,107.94,40.58,2.38,Normal
859,93.49,52.1,3.35,Normal
860,98.16,59.22,4.19,Precaución
861,95.99,76.21,7.58,Precaución
862,95.21,6.27,3.37,Normal
863,94.92,23.59,4.39,Normal
864,92.14,9.13,4.31,Normal
865,91.83,39.18,5.51,Precaución
866,101.51,64.91,3.7,Precaución
867,90.34,63.34,6.58,Normal
868,88.33,5.28,3.91,Normal
869,100.3,66.41,5.95,Normal
870,104.66,29.64,5.28,Crítico
871,97.9,35.37,5.77,Normal
872,96.85,9.37,3.88,Precaución
873,108.51,50.9,3.83,Precaución
874,89.95,54.13,3.89,Precaución
875,109.32,8.32,5.59,Precaución
876,94.48,12.95,4.43,Normal
877,94.38,42.98,3.6,Normal
878,110.06,8.6,5.03,Normal
879,79.55,29.21,4.39,Normal
880,92.71,28.28,8.22,Normal
881,95.63,70.91,5.81,Normal
882,102.8,22.56,4.43,Normal
883,108.86,59.0,3.89,Normal
884,88.31,76.66,5.44,Normal
885,102.22,73.92,5.79,Normal
886,98.74,9.02,6.98,Normal
887,109.76,30.89,6.7,Normal
888,100.56,43.07,2.95,Normal
889,84.33,34.98,4.81,Normal
890,96.55,57.28,3.21,Precaución
891,98.89,5.43,5.4,Precaución
892,103.85,75.64,2.22,Normal
893,115.5,11.24,7.03,Normal
894,96.74,36.04,4.68,Precaución
895,95.23,32.6,6.31,Normal
896,96.02,15.5,3.73,Normal
897,96.32,13.86,3.76,Normal
898,77.72,55.81,6.92,Precaución
899,101.54,56.88,2.28,Normal
900,98.11,75.46,4.07,Normal
901,97.99,46.73,3.29,Normal
902,103.24,19.41,4.12,Normal
903,114.47,56.52,6.09,Precaución
904,94.97,35.94,4.04,Precaución
905,93.22,33.64,7.64,Normal
906,92.26,66.62,5.51,Normal
907,98.64,54.94,4.76,Normal
908,90.46,22.55,4.4,Normal
909,104.34,73.03,5.24,Normal
910,86.92,51.7,4.78,Normal
911,80.79,36.58,5.15,Normal
912,104.44,13.68,5.85,Normal
913,131.74,39.68,5.27,Normal
914,103.7,26.56,3.42,Normal
915,85.28,9.71,3.79,Normal
916,115.96,59.47,4.48,Normal
917,100.14,7.16,7.11,Precaución
918,84.34,10.01,4.12,Normal
919,110.51,38.64,3.41,Normal
920,98.66,12.21,6.08,Normal
921,89.68,47.26,4.09,Normal
922,91.3,54.02,5.12,Normal
923,108.18,79.9,4.49,Crítico
924,94.92,48.9,5.44,Crítico
925,94.39,11.96,5.2,Precaución
926,99.65,8.7,5.06,Normal
927,109.97,41.13,5.78,Normal
928,101.04,26.83,5.68,Precaución
929,97.11,22.2,5.54,Normal
930,93.89,30.49,5.04,Normal
931,83.85,69.73,2.98,Precaución
932,89.37,32.51,6.14,Precaución
933,87.27,11.18,2.82,Crítico
934,106.59,36.75,4.46,Normal
935,94.51,15.87,3.5,Normal
936,94.31,11.2,5.51,Precaución
937,102.39,6.91,6.52,Precaución
938,100.85,45.8,4.69,Normal
939,95.05,74.67,5.74,Normal
940,76.06,7.05,5.82,Normal
941,119.1,57.09,5.53,Normal
942,108.33,5.51,3.29,Precaución
943,109.58,61.35,5.24,Normal
944,85.82,53.85,5.29,Precaución
945,102.76,31.73,4.31,Normal
946,114.19,67.91,5.06,Normal
947,110.45,70.4,7.62,Normal
948,104.44,9.93,5.26,Precaución
949,88.72,52.61,4.09,Normal
950,79.62,34.54,5.57,Crítico
951,98.45,9.67,4.03,Normal
952,89.28,62.68,4.01,Normal
953,109.46,60.66,4.65,Normal
954,94.45,23.13,5.27,Crítico
955,99.52,19.55,5.42,Normal
956,94.9,60.84,4.62,Precaución
957,90.36,54.68,5.16,Precaución
958,99.75,38.32,5.33,Precaución
959,98.65,33.89,5.71,Normal
960,103.87,9.24,5.57,Normal
961,106.06,63.55,4.71,Normal
962,118.17,54.88,5.24,Normal
963,100.29,79.82,4.71,Normal
964,95.11,10.45,5.57,Precaución
965,103.63,27.53,4.87,Precaución
966,75.58,70.18,3.59,Normal
967,105.3,40.12,5.02,Precaución
968,85.67,53.85,5.39,Normal
969,104.29,73.86,4.57,Normal
970,86.82,69.46,5.47,Normal
971,108.9,58.1,3.35,Normal
972,111.7,64.82,4.63,Normal
973,101.02,55.91,4.22,Precaución
974,96.79,16.06,5.42,Precaución
975,95.79,45.36,5.35,Normal
976,92.79,43.45,8.47,Normal
977,100.2,71.63,3.89,Normal
978,97.12,78.52,4.64,Precaución
979,91.33,39.54,4.49,Normal
980,99.23,36.85,4.21,Crítico
981,106.89,60.54,6.3,Precaución
982,108.16,44.02,5.54,Crítico
983,75.83,68.09,6.44,Precaución
984,97.31,21.79,7.06,Crítico
985,100.75,71.68,3.3,Normal
986,92.23,54.25,4.95,Normal
987,114.95,10.27,5.95,Normal
988,85.22,40.94,3.75,Normal
989,101.27,75.03,3.94,Normal
990,97.29,42.15,7.32,Normal
991,97.93,78.49,4.66,Precaución
992,114.73,12.48,5.78,Precaución
993,110.23,50.44,4.92,Precaución
994,96.4,65.52,3.96,Precaución
995,97.66,76.72,5.25,Normal
996,97.19,7.81,3.8,Normal
997,96.85,58.39,5.21,Normal
998,107.24,5.78,3.77,Normal
999,112.34,45.63,4.82,Normal
1000,122.72,61.15,4.26,Normal
1001,118.96,17.93,3.36,Crítico
1002,110.07,41.47,2.94,Normal
1003,107.58,25.19,6.68,Crítico
1004,111.02,61.31,3.52,Normal
1005,98.06,5.23,5.31,Normal
1006,96.03,41.41,4.41,Normal
1007,84.38,14.83,5.21,Normal
1008,104.74,48.85,5.78,Normal
1009,102.75,54.77,4.67,Normal
1010,101.78,29.77,6.12,Normal
1011,104.73,25.65,6.92,Normal
1012,101.9,72.22,4.25,Crítico
1013,114.83,58.82,3.87,Crítico
1014,87.86,77.02,6.08,Normal
1015,97.76,44.37,5.0,Normal
1016,91.46,73.1,5.52,Normal
1017,91.68,63.48,7.85,Normal
1018,98.15,36.13,4.7,Normal
1019,119.16,24.87,2.57,Normal
1020,103.2,5.82,6.22,Normal
1021,91.13,23.09,5.49,Normal
1022,99.42,62.04,3.54,Normal
1023,96.4,31.71,7.03,Normal
1024,97.58,26.68,5.37,Normal
1025,91.57,23.69,3.44,Normal
1026,95.6,36.47,5.35,Normal
1027,98.2,35.28,5.48,Normal
1028,103.98,63.03,6.24,Normal
1029,109.19,76.12,3.68,Normal
1030,109.25,14.83,4.99,Normal
1031,107.51,30.83,3.63,Normal
1032,100.99,56.27,4.95,Normal
1033,106.66,68.99,4.59,Normal
1034,96.44,22.4,4.03,Precaución
1035,86.15,35.98,4.62,Normal
1036,105.99,25.59,4.2,Normal
1037,100.54,66.39,4.37,Precaución
1038,101.36,47.04,5.13,Normal
1039,74.68,13.31,7.67,Normal
1040,99.0,65.43,4.83,Normal
1041,96.59,53.2,4.38,Normal
1042,96.45,34.83,6.99,Normal
1043,95.27,58.49,3.78,Precaución
1044,105.36,13.31,5.36,Normal
1045,104.09,34.47,4.23,Crítico
1046,80.7,17.64,4.31,Normal
1047,94.61,52.23,4.21,Normal
1048,121.28,51.21,5.5,Normal
1049,95.36,76.25,4.88,Normal
1050,97.23,46.1,4.78,Normal
1051,78.06,77.82,4.92,Normal
1052,81.99,45.96,4.35,Precaución
1053,96.0,73.03,6.29,Normal
1054,97.05,71.99,6.27,Normal
1055,118.53,42.35,2.36,Normal
1056,93.79,43.56,2.58,Precaución
1057,102.94,48.27,5.39,Normal
1058,89.43,41.74,3.48,Normal
1059,103.47,69.79,5.29,Precaución
1060,109.26,41.77,5.69,Precaución
1061,101.73,8.71,4.81,Normal
1062,96.41,54.09,4.8,Normal
1063,105.8,30.91,3.49,Precaución
1064,110.39,18.01,4.88,Normal
1065,113.09,8.36,4.9,Normal
1066,105.52,68.95,6.61,Normal
1067,96.18,23.75,2.63,Normal
1068,94.66,65.17,5.96,Normal
1069,105.94,22.74,6.28,Normal
1070,86.49,41.06,5.11,Normal
1071,86.62,21.09,3.59,Normal
1072,108.96,76.4,5.93,Precaución
1073,111.19,63.92,6.77,Precaución
1074,98.3,70.1,4.81,Crítico
1075,101.48,31.98,4.07,Normal
1076,101.13,61.49,4.36,Normal
1077,101.26,65.16,2.72,Normal
1078,100.58,22.05,2.47,Normal
1079,107.86,8.22,5.84,Normal
1080,116.49,59.22,4.73,Precaución
1081,97.68,70.67,4.53,Normal
1082,112.83,35.24,6.05,Normal
1083,111.64,14.96,4.49,Normal
1084,85.66,15.0,5.02,Normal
1085,112.03,16.9,4.21,Precaución
1086,92.83,60.28,3.19,Normal
1087,100.29,45.98,7.89,Normal
1088,84.6,36.05,5.02,Normal
1089,104.31,56.16,6.9,Normal
1090,84.47,14.62,4.87,Normal
1091,115.12,39.08,1.41,Normal
1092,105.04,29.44,3.93,Precaución
1093,85.54,63.27,6.1,Normal
1094,115.65,49.27,4.72,Crítico
1095,82.6,35.7,6.08,Precaución
1096,84.2,59.53,5.44,Normal
1097,112.95,41.65,4.2,Normal
1098,100.39,41.7,3.82,Precaución
1099,108.69,62.98,3.1,Normal
1100,109.19,11.72,3.34,Normal
1101,103.89,73.18,4.55,Normal
1102,116.82,49.97,4.93,Normal
1103,88.13,50.68,2.75,Normal
1104,115.35,33.77,5.84,Normal
1105,100.62,78.06,4.88,Normal
1106,87.1,78.43,6.58,Normal
1107,101.52,23.86,6.08,Normal
1108,115.04,71.48,7.11,Normal
1109,95.6,5.84,5.29,Normal
1110,83.78,64.81,5.7,Normal
1111,112.53,34.68,4.28,Crítico
1112,102.24,57.25,6.13,Normal
1113,95.64,70.89,3.69,Normal
1114,96.97,19.38,5.26,Normal
1115,103.55,54.15,2.98,Normal
1116,106.38,5.11,4.25,Precaución
1117,94.39,24.74,6.55,Normal
1118,82.74,36.94,3.58,Precaución
1119,102.64,51.05,5.87,Normal
1120,118.6,66.86,4.2,Normal
1121,105.28,64.15,5.81,Normal
1122,96.1,6.87,5.44,Normal
1123,101.75,62.21,3.27,Normal
1124,91.93,46.68,3.01,Crítico
1125,95.17,41.22,3.66,Precaución
1126,100.08,19.85,6.25,Precaución
1127,90.8,39.52,4.71,Precaución
1128,90.95,27.31,1.84,Crítico
1129,89.14,26.12,4.86,Normal
1130,109.29,28.3,4.37,Normal
1131,91.57,75.25,4.77,Precaución
1132,96.87,57.8,3.38,Normal
1133,95.99,51.17,2.62,Normal
1134,99.36,7.53,4.62,Normal
1135,99.26,26.72,4.94,Precaución
1136,104.22,60.15,6.13,Normal
1137,84.66,12.06,7.44,Precaución
1138,104.44,5.96,6.86,Crítico
1139,101.9,30.22,5.25,Normal
1140,107.82,20.5,5.42,Normal
1141,94.89,13.24,6.73,Normal
1142,91.03,34.48,2.21,Normal
1143,79.16,60.86,3.71,Precaución
1144,99.35,44.31,4.38,Precaución
1145,100.37,41.69,5.27,Normal
1146,104.19,22.73,4.76,Precaución
1147,104.33,10.0,4.59,Precaución
1148,109.4,37.62,2.69,Normal
1149,99.77,19.87,5.81,Normal
1150,94.63,68.04,5.3,Normal
1151,90.01,43.78,5.01,Crítico
1152,97.66,6.53,4.74,Normal
1153,100.08,32.34,5.87,Normal
1154,87.73,65.17,4.96,Normal
1155,83.6,28.35,4.22,Normal
1156,109.71,25.1,4.48,Normal
1157,84.91,10.2,5.77,Normal
1158,104.31,54.58,5.12,Normal
1159,97.91,60.93,4.22,Normal
1160,75.35,66.36,5.51,Normal
1161,107.52,72.9,4.9,Precaución
1162,95.46,73.64,4.64,Normal
1163,115.88,29.28,5.47,Normal
1164,90.05,27.77,4.98,Normal
1165,116.51,9.17,3.21,Normal
1166,89.79,57.03,6.02,Normal
1167,108.95,64.25,4.52,Crítico
1168,102.91,41.9,5.42,Crítico
1169,107.73,31.87,4.56,Normal
1170,109.2,68.06,4.1,Precaución
1171,80.68,59.22,6.03,Crítico
1172,94.87,17.75,5.22,Normal
1173,93.06,64.86,5.45,Normal
1174,96.78,15.44,5.28,Normal
1175,109.54,19.94,4.75,Normal
1176,99.6,48.61,4.45,Normal
1177,101.71,73.64,5.71,Normal
1178,105.65,31.91,5.71,Normal
1179,109.84,48.06,3.39,Normal
1180,104.41,29.18,5.76,Normal
1181,87.24,56.73,5.29,Normal
1182,119.59,79.99,6.98,Precaución
1183,96.22,53.9,5.39,Normal
1184,85.56,31.94,4.12,Precaución
1185,101.01,9.95,5.05,Precaución
1186,94.18,72.09,5.8,Precaución
1187,99.3,9.66,6.21,Normal
1188,111.85,26.71,4.95,Precaución
1189,97.9,35.07,5.44,Normal
1190,87.47,44.56,4.55,Normal
1191,116.42,11.32,6.05,Normal
1192,123.61,79.77,4.27,Normal
1193,99.42,66.5,5.14,Crítico
1194,86.3,61.02,4.5,Normal
1195,73.96,42.37,5.96,Precaución
1196,107.21,25.27,3.52,Normal
1197,97.67,41.56,5.76,Precaución
1198,104.72,25.4,4.32,Normal
1199,111.91,10.69,7.61,Normal
1200,95.82,43.48,5.76,Normal
1201,84.01,76.3,4.73,Precaución
1202,102.88,50.6,4.76,Crítico
1203,95.8,11.27,4.75,Precaución
1204,96.23,50.89,6.43,Precaución
1205,98.9,37.18,4.59,Normal
1206,103.01,21.88,3.34,Precaución
1207,100.87,24.35,5.23,Normal
1208,113.01,30.13,4.33,Normal
1209,86.38,27.27,4.39,Normal
1210,93.5,41.57,4.83,Normal
1211,98.41,48.3,4.63,Precaución
1212,100.0,36.36,5.24,Normal
1213,86.94,68.81,8.03,Precaución
1214,87.27,67.09,4.9,Normal
1215,86.61,28.99,4.76,Crítico
1216,118.59,17.81,4.99,Normal
1217,108.22,43.04,4.32,Normal
1218,104.55,61.47,4.81,Normal
1219,99.71,49.24,6.68,Normal
1220,116.76,35.39,4.73,Precaución
1221,86.15,64.44,5.92,Precaución
1222,101.46,32.89,6.33,Precaución
1223,102.52,18.94,5.58,Normal
1224,89.08,8.8,2.85,Normal
1225,102.18,16.85,6.0,Normal
1226,85.07,75.17,4.66,Precaución
1227,82.46,45.08,5.35,Normal
1228,108.23,9.73,6.43,Normal
1229,94.14,46.17,6.36,Normal
1230,91.93,60.22,5.38,Normal
1231,94.49,64.37,8.36,Normal
1232,101.9,51.4,6.4,Normal
1233,103.44,58.86,6.17,Normal
1234,116.61,21.41,6.7,Normal
1235,109.19,34.94,1.25,Crítico
1236,96.15,31.12,6.46,Normal
1237,112.6,31.87,3.35,Crítico
1238,103.75,14.7,4.35,Normal
1239,97.47,55.42,3.85,Normal
1240,104.0,54.67,5.51,Normal
1241,106.44,60.78,5.15,Precaución
1242,94.17,49.8,4.18,Precaución
1243,85.86,25.26,7.35,Normal
1244,104.52,45.78,4.13,Normal
1245,98.19,69.7,4.69,Normal
1246,106.05,39.46,5.47,Normal
1247,105.1,76.69,3.92,Normal
1248,98.19,57.22,4.78,Precaución
1249,93.28,16.51,4.8,Normal
1250,110.91,25.47,6.5,Precaución
1251,116.18,73.88,5.72,Normal
1252,92.01,10.08,6.39,Normal
1253,97.8,53.0,4.72,Normal
1254,94.17,35.47,0.24,Normal
1255,104.06,58.34,3.91,Normal
1256,99.43,59.59,3.68,Normal
1257,110.88,9.08,5.3,Normal
1258,102.26,53.22,4.22,Precaución
1259,94.87,63.69,4.47,Normal
1260,105.96,79.92,6.53,Normal
1261,102.18,63.95,3.62,Normal
1262,85.05,36.04,5.39,Normal
1263,88.79,12.09,4.0,Normal
1264,96.15,74.29,5.72,Normal
1265,105.61,33.54,4.09,Normal
1266,107.21,70.4,5.77,Precaución
1267,113.48,73.16,6.2,Precaución
1268,104.98,17.09,4.62,Normal
1269,103.68,79.33,6.0,Normal
1270,81.69,44.39,6.32,Normal
1271,104.98,33.41,2.14,Normal
1272,94.07,75.65,6.07,Precaución
1273,81.96,53.22,5.14,Normal
1274,99.21,18.28,4.46,Precaución
1275,112.45,27.89,5.55,Normal
1276,93.86,32.42,5.35,Normal
1277,83.2,65.08,3.24,Normal
1278,109.88,61.1,6.22,Normal
1279,111.47,20.56,3.92,Crítico
1280,103.98,43.01,5.62,Normal
1281,104.61,72.26,5.61,Normal
1282,94.47,45.86,4.84,Normal
1283,99.84,65.83,4.37,Normal
1284,108.63,22.77,6.54,Normal
1285,103.93,33.66,1.68,Crítico
1286,83.91,31.56,6.07,Precaución
1287,95.67,25.33,3.32,Precaución
1288,107.15,32.13,5.43,Normal
1289,98.93,22.77,4.7,Normal
1290,101.54,11.41,4.27,Normal
1291,113.62,39.49,6.38,Normal
1292,78.18,13.08,4.67,Normal
1293,106.66,51.02,6.0,Normal
1294,105.81,63.38,4.64,Precaución
1295,75.51,59.57,4.1,Normal
1296,102.82,67.34,3.76,Normal
1297,94.74,58.49,4.92,Crítico
1298,103.32,52.23,7.18,Precaución
1299,98.54,52.37,6.71,Normal
1300,104.49,74.51,6.01,Normal
1301,121.32,5.78,4.67,Normal
1302,71.59,7.86,2.21,Normal
1303,94.64,40.33,4.71,Crítico
1304,92.05,71.08,5.64,Normal
1305,91.98,34.12,6.81,Normal
1306,90.03,49.87,4.88,Normal
1307,92.84,33.32,3.6,Normal
1308,124.94,39.77,6.32,Crítico
1309,105.1,10.22,7.0,Normal
1310,115.01,18.6,3.61,Normal
1311,103.87,56.88,4.95,Normal
1312,90.37,57.72,7.3,Normal
1313,90.09,74.71,4.59,Normal
1314,118.46,9.85,4.16,Precaución
1315,85.92,43.59,2.6,Normal
1316,104.21,61.0,3.18,Normal
1317,95.31,32.36,5.98,Normal
1318,104.64,36.23,5.02,Normal
1319,94.04,22.17,4.79,Normal
1320,111.77,38.71,6.92,Crítico
1321,105.32,70.09,3.63,Normal
1322,80.21,13.46,4.57,Normal
1323,88.8,23.98,4.67,Normal
1324,111.84,9.38,6.49,Precaución
1325,105.95,36.43,4.52,Normal
1326,98.75,22.18,6.2,Normal
1327,101.0,44.52,6.25,Crítico
1328,87.33,74.28,6.4,Normal
1329,102.04,34.79,5.34,Normal
1330,116.53,64.85,5.59,Normal
1331,101.73,35.76,5.71,Normal
1332,117.94,5.2,4.82,Precaución
1333,102.87,79.89,5.2,Precaución
1334,86.48,19.82,5.04,Normal
1335,93.88,76.1,3.45,Precaución
1336,99.17,41.49,4.61,Normal
1337,94.23,57.27,6.06,Normal
1338,115.83,57.8,4.91,Normal
1339,103.71,48.55,4.81,Normal
1340,100.27,27.14,5.4,Precaución
1341,102.84,54.94,5.45,Normal
1342,110.3,20.06,5.89,Normal
1343,94.95,9.61,4.16,Normal
1344,98.7,9.83,4.65,Normal
1345,96.11,74.72,4.09,Normal
1346,104.51,38.4,5.02,Normal
1347,86.55,31.42,7.8,Precaución
1348,103.93,62.55,6.6,Normal
1349,112.72,20.44,4.81,Crítico
1350,98.76,65.75,4.93,Normal
1351,103.23,13.66,4.02,Normal
1352,107.98,79.62,4.78,Crítico
1353,88.42,44.7,6.02,Normal
1354,115.74,68.21,4.71,Normal
1355,111.35,69.88,4.12,Normal
1356,89.02,40.97,4.18,Precaución
1357,105.4,16.09,4.33,Crítico
1358,116.42,69.2,6.95,Normal
1359,85.55,35.93,4.13,Crítico
1360,109.92,76.44,4.25,Normal
1361,102.43,46.59,5.65,Precaución
1362,83.47,9.86,5.07,Precaución
1363,92.57,56.88,5.26,Precaución
1364,100.17,33.96,4.05,Normal
1365,102.88,15.22,5.2,Crítico
1366,99.74,71.32,5.72,Precaución
1367,103.14,7.88,3.83,Normal
1368,93.83,22.28,4.44,Precaución
1369,101.22,79.71,5.26,Precaución
1370,108.39,32.73,6.09,Normal
1371,98.85,52.78,4.79,Normal
1372,109.91,27.49,2.85,Precaución
1373,98.71,62.38,6.67,Normal
1374,76.3,72.09,3.2,Normal
1375,112.82,62.93,3.57,Normal
1376,89.29,40.26,6.88,Crítico
1377,96.73,76.33,4.47,Crítico
1378,101.2,60.09,6.43,Normal
1379,99.34,34.92,3.25,Normal
1380,91.26,37.3,4.02,Normal
1381,99.68,7.52,4.34,Normal
1382,104.04,20.66,6.36,Normal
1383,95.28,49.64,2.96,Precaución
1384,103.26,11.09,6.09,Normal
1385,92.7,60.63,5.27,Normal
1386,101.56,22.34,3.19,Normal
1387,101.27,54.02,4.54,Precaución
1388,85.11,77.05,6.27,Normal
1389,107.6,22.91,4.63,Normal
1390,110.65,16.11,4.72,Normal
1391,81.69,79.69,2.18,Normal
1392,95.35,20.55,6.14,Precaución
1393,98.37,22.86,5.93,Crítico
1394,100.96,44.13,5.95,Normal
1395,94.93,65.68,5.59,Normal
1396,103.29,71.15,4.58,Normal
1397,112.07,74.13,2.99,Normal
1398,90.06,38.4,5.38,Normal
1399,94.08,53.61,3.58,Crítico
1400,112.31,9.87,5.77,Precaución
1401,105.59,41.04,3.53,Precaución
1402,90.86,27.6,4.41,Normal
1403,93.66,69.96,5.06,Normal
1404,95.56,25.37,5.98,Normal
1405,88.9,33.94,4.43,Normal
1406,97.03,78.96,2.12,Normal
1407,115.62,55.58,3.87,Normal
1408,105.57,24.19,3.82,Normal
1409,93.29,74.23,4.95,Normal
1410,95.32,33.38,4.24,Normal
1411,88.43,17.6,6.05,Normal
1412,117.73,42.27,5.54,Normal
1413,109.17,33.94,5.22,Normal
1414,88.59,12.26,3.0,Normal
1415,107.36,20.21,4.27,Precaución
1416,109.55,61.41,4.01,Normal
1417,86.87,71.8,5.04,Crítico
1418,93.47,71.77,8.13,Precaución
1419,91.31,27.59,3.79,Normal
1420,113.97,6.75,6.2,Precaución
1421,109.32,7.22,4.31,Normal
1422,90.33,45.22,5.96,Normal
1423,113.23,67.9,4.77,Precaución
1424,105.31,50.31,4.25,Normal
1425,108.77,25.66,3.44,Normal
1426,103.33,17.98,6.68,Precaución
1427,104.34,15.0,4.61,Normal
1428,113.88,54.47,6.05,Precaución
1429,99.11,57.32,5.56,Normal
1430,83.15,33.05,2.59,Normal
1431,101.41,57.93,5.82,Normal
1432,102.27,34.0,3.83,Normal
1433,114.96,36.52,6.57,Normal
1434,99.94,71.42,6.46,Precaución
1435,105.06,57.82,4.31,Normal
1436,93.26,65.4,2.87,Normal
1437,95.91,59.18,2.44,Normal
1438,96.91,34.24,4.64,Normal
1439,98.91,22.64,5.37,Normal
1440,80.62,51.66,3.56,Precaución
1441,99.14,64.55,5.96,Normal
1442,88.03,79.5,4.29,Normal
1443,101.48,52.24,4.21,Crítico
1444,108.16,66.69,3.97,Normal
1445,89.77,42.12,4.51,Normal
1446,105.46,21.39,5.98,Precaución
1447,99.47,15.97,1.19,Precaución
1448,93.95,64.7,7.69,Normal
1449,101.23,39.34,4.19,Normal
1450,107.21,36.54,4.19,Normal
1451,106.38,43.34,5.6,Normal
1452,95.35,25.36,4.69,Precaución
1453,97.7,43.63,4.39,Normal
1454,113.2,62.32,5.67,Normal
1455,113.98,36.27,3.94,Normal
1456,93.13,25.53,5.11,Normal
1457,99.04,71.54,4.45,Crítico
1458,106.47,50.1,4.67,Normal
1459,119.91,18.28,3.29,Crítico
1460,99.65,42.43,6.15,Normal
1461,83.27,9.8,5.96,Normal
1462,97.33,38.66,6.1,Normal
1463,94.23,19.03,5.14,Normal
1464,98.97,68.24,6.2,Normal
1465,100.49,74.26,5.99,Crítico
1466,89.99,64.93,5.73,Normal
1467,103.64,49.44,4.05,Normal
1468,97.87,10.4,5.78,Normal
1469,92.29,6.95,5.82,Precaución
1470,95.26,68.81,4.78,Normal
1471,96.11,68.76,5.67,Normal
